Id,TotRmsAbvGrd,GrLivArea,TotalBsmtSF,1stFlrSF,GarageCars,GarageArea,FullBath,HalfBath,OverallQual,YearBuilt,SalePrice
1101,3,438,290,438,1,246,1,0,2,1920,60000
1102,5,950,950,950,1,280,1,0,5,1971,119500
1103,6,1134,1010,1134,1,254,1,0,5,1960,135000
1104,6,1194,655,1194,2,539,1,0,6,1959,159500
1105,6,1302,630,630,2,440,2,1,5,1970,106000
1106,9,2622,1463,1500,2,712,2,1,8,1994,325000
1107,6,1442,910,1442,2,719,2,0,7,1990,179900
1108,9,2021,868,887,2,422,2,1,7,2006,274725
1109,7,1690,924,948,2,463,2,1,6,2000,181000
1110,7,1836,1836,1836,3,862,2,0,8,2004,280000
1111,8,1658,773,773,2,431,2,1,6,1995,188000
1112,8,1964,803,1098,2,483,2,1,7,1976,205000
1113,5,816,816,816,1,308,1,0,5,1957,129900
1114,6,1008,1008,1008,1,240,1,0,5,1953,134500
1115,4,833,833,833,1,326,1,0,5,1954,117000
1116,7,1734,1734,1734,3,928,2,0,8,2007,318000
1117,7,1419,408,779,2,527,2,1,8,2002,184100
1118,5,894,894,894,2,450,1,0,5,1967,130000
1119,6,1601,533,1021,1,300,1,0,5,1958,140000
1120,6,1040,1040,1040,1,286,1,0,5,1959,133700
1121,6,1012,1012,1012,1,308,1,0,6,1920,118400
1122,7,1552,1552,1552,3,782,2,0,7,2005,212900
1123,5,960,672,960,1,288,1,0,4,1956,112000
1124,4,698,698,698,0,0,1,0,5,1947,118000
1125,7,1482,384,812,2,392,2,1,7,1992,163900
1126,5,1005,1005,1005,2,672,1,0,4,1955,115000
1127,7,1555,1373,1555,3,660,2,0,7,2007,174000
1128,7,1530,1530,1530,3,630,2,0,7,2004,259000
1129,8,1959,847,847,2,434,2,1,7,2004,215000
1130,4,936,936,936,2,672,1,0,5,1980,140000
1131,7,1981,1122,1328,2,576,2,0,4,1928,135000
1132,5,974,974,974,0,0,1,0,5,1991,93500
1133,8,2210,1008,1178,1,205,2,0,6,1880,117500
1134,8,2020,1128,1142,2,466,2,1,8,1995,239500
1135,7,1600,916,916,2,460,2,1,6,1997,169000
1136,5,986,960,986,1,180,1,0,6,1926,102000
1137,6,1252,1032,1032,1,288,1,0,6,1950,119000
1138,6,1020,780,780,0,0,1,0,5,1875,94000
1139,5,1567,1567,1567,2,714,2,0,6,1977,196000
1140,6,1167,915,1167,2,495,1,0,5,1920,144000
1141,4,952,952,952,2,840,1,0,5,1951,139000
1142,9,1868,780,1088,2,484,2,1,5,1976,197500
1143,11,2828,1466,1466,3,1052,3,0,8,2006,424870
1144,5,1006,1006,1006,0,0,1,0,5,1959,80000
1145,5,924,672,672,1,280,1,0,4,1941,80000
1146,8,1576,1042,1042,1,225,1,0,5,1928,149000
1147,5,1298,1298,1298,2,403,2,0,6,1985,180000
1148,7,1564,704,860,1,234,1,1,7,1941,174500
1149,5,1111,572,572,1,288,1,0,7,1926,116900
1150,7,1482,650,832,2,324,1,0,7,1920,143000
1151,4,932,932,932,1,306,1,0,6,1950,124000
1152,6,1466,1466,1466,2,528,1,1,5,1959,149900
1153,6,1811,1073,1811,2,470,1,0,6,1956,230000
1154,5,816,816,816,1,432,1,0,6,1930,120500
1155,8,1820,864,902,2,492,1,2,7,1965,201800
1156,6,1437,1437,1437,2,528,2,0,5,1976,218000
1157,6,1265,1219,1265,2,502,2,0,5,1965,179900
1158,6,1314,1314,1314,2,626,2,0,7,2007,230000
1159,7,1580,1580,1580,3,830,2,0,8,2007,235128
1160,8,1876,901,943,2,540,2,1,6,1974,185000
1161,7,1456,855,855,2,440,2,1,6,1978,146000
1162,7,1640,1296,1640,2,924,1,0,6,1954,224000
1163,5,894,894,894,2,450,1,0,5,1968,129000
1164,6,1258,1198,1258,2,400,0,2,4,1969,108959
1165,5,1432,1360,1432,2,588,1,1,5,1978,194000
1166,7,1502,1502,1502,2,644,2,0,7,2009,233170
1167,7,1694,1694,1694,3,776,2,0,8,2008,245350
1168,7,1671,959,959,2,472,2,1,6,2000,173000
1169,7,2108,1127,1236,2,540,2,0,6,1935,235000
1170,10,3627,1930,1831,3,807,3,1,10,1995,625000
1171,6,1118,1096,1118,1,358,1,0,6,1977,171000
1172,6,1261,1261,1261,2,433,1,0,6,1958,163000
1173,5,1250,625,625,2,625,2,1,7,2006,171900
1174,12,3086,1598,1636,0,0,3,0,5,1946,200500
1175,9,2345,952,1170,2,360,2,1,6,1932,239000
1176,9,2872,1683,2129,2,541,2,1,8,1992,285000
1177,5,923,876,923,1,264,1,0,5,1984,119500
1178,5,1224,818,818,1,210,1,0,6,1926,115000
1179,7,1343,731,820,1,186,1,1,5,1921,154900
1180,5,1124,0,1124,0,0,1,0,5,1954,93000
1181,8,2514,1216,1298,2,693,2,1,7,1990,250000
1182,5,1652,1600,1652,2,482,2,0,8,2008,392500
1183,10,4476,2396,2411,3,813,3,1,10,1996,745000
1184,5,1130,1120,1130,2,720,1,0,5,1920,120000
1185,5,1572,1572,1572,3,995,1,1,5,1963,186700
1186,7,1221,784,949,1,392,1,0,5,1924,104900
1187,7,1699,978,1014,2,420,2,0,3,1900,95000
1188,5,1624,1624,1624,3,757,2,0,8,1994,262000
1189,7,1660,831,831,2,493,2,1,7,2002,195000
1190,7,1804,994,1028,2,442,2,1,7,1999,189000
1191,7,1622,1249,1622,4,1356,1,0,4,1961,168000
1192,5,1441,776,764,2,492,2,1,8,1999,174000
1193,6,1472,702,842,1,250,1,0,5,1925,125000
1194,5,1224,1224,1224,2,402,2,0,6,1999,165000
1195,7,1352,663,663,1,299,1,1,6,1969,158000
1196,8,1456,728,728,2,400,2,1,6,2005,176000
1197,9,1863,879,879,3,660,2,1,7,2006,219210
1198,7,1690,815,815,1,225,1,0,7,1916,144000
1199,6,1212,1212,1212,2,573,2,0,7,2001,178000
1200,6,1382,1051,1382,2,459,1,1,4,1963,148000
1201,5,864,864,864,1,280,1,0,4,1970,116050
1202,6,1779,866,866,2,546,2,1,7,1998,197900
1203,5,1348,884,884,1,216,1,0,5,1925,117000
1204,6,1630,1630,1630,2,451,2,0,7,2000,213000
1205,6,1074,1056,1074,2,495,1,1,5,1975,153500
1206,7,2196,2158,2196,3,701,2,0,7,1990,271900
1207,5,1056,1056,1056,1,384,1,0,4,1966,107000
1208,7,1700,1682,1700,2,544,2,0,6,2003,200000
1209,6,1283,931,1283,2,506,1,0,5,1962,140000
1210,8,1660,1660,1660,2,500,2,0,8,2006,290000
1211,8,1845,1055,1055,2,462,2,1,6,1992,189000
1212,8,1752,559,1080,2,492,2,0,8,1988,164000
1213,4,672,672,672,1,234,1,0,4,1941,113000
1214,3,960,648,960,1,364,0,0,4,1965,145000
1215,6,999,925,999,1,300,1,0,5,1962,134500
1216,5,894,894,894,1,384,1,0,5,1966,125000
1217,8,1902,0,1318,2,539,2,0,6,1978,112000
1218,6,1314,1300,1314,2,552,2,0,8,2009,229456
1219,3,912,0,672,0,0,1,0,4,1947,80500
1220,7,1218,672,672,0,0,1,1,6,1971,91500
1221,5,912,912,912,1,288,1,0,5,1964,115000
1222,5,1211,952,1211,1,322,1,0,5,1968,134000
1223,7,1846,1040,1168,1,315,2,0,6,1949,143000
1224,7,2136,2136,2136,2,528,2,0,5,1951,137900
1225,8,1490,788,788,2,388,2,1,7,2004,184000
1226,6,1138,588,1138,1,264,1,0,6,1958,145000
1227,9,1933,894,894,3,668,2,1,6,2007,214000
1228,5,912,912,912,2,576,1,0,5,1965,147000
1229,7,1702,1702,1702,3,1052,1,1,9,2008,367294
1230,7,1507,1075,1507,1,404,2,0,5,1960,127000
1231,12,2620,1361,1361,2,600,2,2,5,1977,190000
1232,6,1190,1106,1190,2,540,1,0,5,1962,132500
1233,6,1224,0,1224,2,462,2,0,4,1962,101800
1234,6,1188,1188,1188,2,531,1,0,5,1959,142000
1235,7,1964,940,1024,0,0,1,1,5,1911,130000
1236,9,1784,747,892,1,180,1,1,5,1914,138887
1237,6,1626,764,764,2,474,2,1,7,2003,175500
1238,8,1948,847,847,2,434,2,1,7,2004,195000
1239,6,1141,1141,1141,2,484,1,1,6,2005,142500
1240,6,1484,1476,1484,2,472,2,0,8,2006,265900
1241,8,1768,884,884,2,543,2,1,7,2003,224900
1242,7,1689,1689,1689,3,954,2,0,7,2007,248328
1243,6,1173,1053,1173,2,528,2,0,7,1974,170000
1244,7,2076,2076,2076,3,850,2,1,10,2006,465000
1245,7,1517,792,792,2,400,1,0,8,1929,230000
1246,7,1868,585,1140,2,477,3,1,6,1984,178000
1247,6,1553,756,756,2,615,2,1,7,2005,186500
1248,6,1034,1012,1034,3,888,1,0,6,1976,169900
1249,8,2058,735,1134,2,396,1,1,6,1917,129500
1250,6,988,876,988,1,276,1,0,5,1950,119000
1251,8,2110,2110,2110,2,522,2,1,7,1968,244000
1252,6,1405,1405,1405,2,478,2,0,7,2003,171750
1253,5,874,864,874,1,288,1,0,5,1968,130000
1254,9,2167,1192,1516,2,518,2,1,7,1974,294000
1255,7,1656,746,760,2,397,2,1,7,2003,165400
1256,6,1367,884,959,1,560,1,0,6,1931,127500
1257,7,1987,1986,1987,2,691,2,0,8,1994,301500
1258,4,864,864,864,0,0,1,0,5,1922,99900
1259,5,1166,856,1166,2,400,2,0,7,2005,190000
1260,6,1054,1054,1054,2,460,1,1,6,1969,151000
1261,7,1675,841,892,2,502,2,1,6,1999,181000
1262,5,1050,1050,1050,1,338,1,0,5,1956,128900
1263,8,1788,1104,1104,1,304,1,0,4,1957,161500
1264,8,1824,764,1060,2,520,1,0,6,1919,180500
1265,5,1337,1405,1337,2,511,2,0,6,1998,181000
1266,6,1452,691,713,2,506,2,1,7,1999,183900
1267,9,1889,925,964,1,308,1,1,7,1910,122000
1268,10,2018,2002,2018,3,746,2,0,9,2008,378500
1269,11,3447,728,1968,3,1014,3,1,8,1935,381000
1270,7,1524,874,874,1,315,1,1,5,1958,144000
1271,4,1524,1332,1332,2,586,0,1,7,1979,260000
1272,7,1489,1489,1489,2,462,2,0,6,1968,185750
1273,5,935,935,935,1,288,1,0,5,1965,137000
1274,5,1357,1019,1357,1,312,1,0,6,1959,177000
1275,8,1250,661,661,2,552,2,0,5,1910,139000
1276,10,1920,928,928,2,400,2,0,5,1948,137000
1277,6,1395,723,735,2,497,1,1,6,1972,162000
1278,7,1724,1680,1724,2,480,1,1,6,1967,197900
1279,7,2031,1128,1128,2,577,2,1,8,2002,237000
1280,6,1128,698,698,2,528,1,0,4,1920,68400
1281,6,1573,1573,1573,2,544,2,0,7,2002,227000
1282,6,1339,1309,1339,2,484,2,0,7,1990,180000
1283,5,1040,1040,1040,2,484,2,0,5,1977,150500
1284,8,1824,912,912,0,0,2,2,6,1971,139000
1285,10,2447,804,1699,1,336,2,0,6,1919,169000
1286,6,1412,780,825,1,280,1,0,6,1939,132500
1287,6,1328,1328,1328,2,528,1,1,6,1963,143000
1288,7,1582,1624,1582,2,390,2,0,5,1964,190000
1289,5,1659,1501,1659,2,499,2,0,8,2000,278000
1290,8,1970,1085,1120,3,753,2,1,8,2006,281000
1291,6,1152,1152,1152,2,484,1,0,5,1964,180500
1292,6,1302,630,630,1,264,2,1,5,1972,119500
1293,11,2372,994,1378,1,432,2,0,5,1892,107500
1294,8,1664,832,832,2,528,2,1,7,1976,162900
1295,5,864,864,864,2,572,1,0,5,1955,115000
1296,5,1052,1052,1052,1,288,1,1,5,1968,138500
1297,6,1128,1120,1128,2,525,2,0,5,1963,155000
1298,5,1072,547,1072,2,525,2,0,6,2005,140000
1299,12,5642,6110,4692,2,1418,2,1,10,2008,160000
1300,6,1246,1246,1246,1,305,1,1,5,1959,154000
1301,9,1983,978,1005,2,490,2,1,7,1999,225000
1302,7,1494,771,753,1,213,1,0,6,1942,177500
1303,8,2526,1165,1203,3,844,2,1,8,1994,290000
1304,7,1616,1616,1616,3,834,2,0,7,2005,232000
1305,7,1708,976,976,2,380,2,0,7,2004,130000
1306,6,1652,1652,1652,2,840,2,0,9,2006,325000
1307,6,1368,1368,1368,2,474,2,0,7,2005,202500
1308,5,990,990,990,2,480,1,0,5,1994,138000
1309,6,1122,924,1122,2,528,1,0,5,1948,147000
1310,6,1294,1278,1294,2,496,2,0,6,1991,179200
1311,7,1902,1902,1902,2,567,2,0,7,1959,335000
1312,6,1274,1274,1274,2,508,2,0,7,2005,203000
1313,9,2810,1453,1453,2,750,2,1,8,1990,302000
1314,10,2599,1393,1422,3,779,2,1,9,1999,333168
1315,5,948,948,948,1,280,1,0,4,1954,119000
1316,9,2112,952,1092,2,576,2,1,6,1969,206900
1317,8,1630,1622,1630,3,860,2,0,8,2008,295493
1318,5,1352,1352,1352,2,466,2,0,7,2006,208900
1319,7,1787,1753,1787,3,748,2,0,8,2001,275000
1320,5,948,864,948,1,248,1,0,4,1954,111000
1321,6,1478,1478,1478,2,442,1,1,6,1957,156500
1322,4,720,0,720,1,287,1,0,3,1949,72500
1323,8,1923,750,1061,2,564,2,1,7,1992,190000
1324,5,708,420,708,0,0,1,0,4,1940,82500
1325,7,1795,1795,1795,3,895,2,0,8,2006,147000
1326,5,796,796,796,0,0,1,0,4,1922,55000
1327,6,774,544,774,0,0,1,0,3,1931,79000
1328,5,816,816,816,1,264,1,0,5,1982,130500
1329,8,2792,1510,1584,2,520,2,0,6,1920,256000
1330,8,1632,935,955,2,462,2,1,7,1998,176500
1331,7,1588,1588,1588,3,825,2,0,8,2006,227000
1332,6,954,911,954,2,576,1,0,5,1976,132500
1333,3,816,816,816,1,288,1,0,4,1938,100000
1334,6,1360,803,803,1,297,1,1,5,1938,125500
1335,7,1365,765,765,2,440,1,1,5,1970,125000
1336,6,1334,1350,1334,2,630,2,0,6,1977,167900
1337,8,1656,1656,1656,2,506,2,0,5,1973,135000
1338,4,693,693,693,0,0,1,0,4,1941,52500
1339,8,1861,916,920,2,492,2,1,7,2002,200000
1340,5,864,864,864,1,288,1,0,5,1972,128500
1341,5,872,858,872,4,480,1,0,4,1971,123000
1342,6,1114,1114,1114,2,576,1,0,6,2003,155000
1343,7,2169,1284,1284,2,647,2,1,8,2002,228500
1344,9,1913,896,1172,2,342,1,1,6,1928,177000
1345,8,1456,728,728,2,440,2,1,7,2006,155835
1346,5,960,960,960,1,308,1,0,4,1920,108500
1347,9,2156,1568,2156,2,508,2,0,7,1968,262500
1348,7,1776,1732,1776,3,712,2,0,8,2006,283463
1349,5,1494,1482,1494,2,514,2,0,7,1998,215000
1350,8,2358,684,938,0,0,2,0,8,1872,122000
1351,12,2634,1248,1338,4,968,2,2,5,1969,200000
1352,8,1716,858,858,2,490,1,1,6,1962,171000
1353,4,1176,698,786,2,624,1,0,6,1937,134900
1354,9,3238,2033,2053,3,666,2,1,8,1995,410000
1355,7,1865,992,992,3,839,2,1,7,2000,235000
1356,8,1920,570,1222,2,487,3,0,7,1968,170000
1357,5,892,864,892,1,264,1,0,5,1966,110000
1358,6,1078,1078,1078,2,500,1,1,5,1971,149900
1359,5,1573,756,769,2,440,2,1,6,2000,177500
1360,8,1980,1980,1980,3,770,2,0,9,2004,315000
1361,8,2601,612,990,2,621,3,1,5,1921,189000
1362,7,1530,1530,1530,2,430,2,0,7,2005,260000
1363,7,1738,715,1281,1,368,2,0,4,1920,104900
1364,6,1412,616,616,2,432,2,1,6,2006,156932
1365,4,1200,600,520,2,480,2,1,7,2005,144152
1366,7,1674,814,814,2,663,2,1,7,2000,216000
1367,7,1790,873,882,2,588,2,1,7,1999,193000
1368,6,1475,757,925,1,336,2,0,5,1977,127000
1369,4,848,848,848,2,420,1,0,6,2003,144000
1370,8,1668,1657,1668,2,502,2,0,8,2003,232000
1371,6,1374,840,840,1,338,1,0,4,1920,105000
1372,8,1661,992,1661,1,377,1,0,6,1955,165500
1373,8,2097,1108,1108,2,583,2,1,7,1998,274300
1374,8,2633,2633,2633,3,804,2,1,10,2001,466500
1375,9,1958,1026,1026,3,936,2,1,7,2005,250000
1376,7,1571,1571,1571,3,722,2,0,8,2007,239000
1377,4,790,768,790,1,160,1,0,6,1930,91000
1378,6,1604,984,984,2,660,2,0,5,1941,117000
1379,5,987,483,483,1,264,1,1,6,1973,83000
1380,7,1394,384,754,2,400,2,1,5,2006,167500
1381,5,864,864,864,1,200,1,0,3,1914,58500
1382,7,2117,1205,2117,2,550,2,1,6,1970,237500
1383,8,1762,596,998,2,576,1,1,7,1920,157000
1384,7,1416,816,1416,2,576,2,0,5,1918,112000
1385,6,1258,560,698,1,280,1,0,6,1939,105000
1386,7,1154,796,796,1,240,1,0,4,1922,125500
1387,12,2784,1392,1392,2,564,3,1,7,1978,250000
1388,10,2526,714,1664,1,216,2,0,6,1916,136000
1389,7,1746,1746,1746,3,758,2,0,9,2006,377500
1390,6,1218,735,869,2,440,1,0,6,1941,131000
1391,6,1525,1525,1525,2,541,2,0,7,2000,235000
1392,8,1584,1584,1584,3,792,2,0,5,1967,124000
1393,6,900,864,900,1,288,1,0,5,1967,123000
1394,7,1912,482,1221,2,672,2,0,6,1905,163000
1395,6,1500,1356,1500,3,648,2,0,7,2006,246578
1396,9,2482,1094,1133,3,642,2,1,8,2005,281213
1397,7,1687,747,1687,2,572,1,0,5,1948,160000
1398,8,1513,939,939,1,180,1,1,5,1920,137500
1399,7,1904,1208,1136,1,240,1,1,5,1950,138000
1400,7,1608,976,1160,1,216,2,1,6,1925,137450
1401,5,1158,862,950,1,208,1,0,6,1929,120000
1402,8,1593,839,864,2,398,2,1,6,2004,193000
1403,6,1294,1286,1294,2,662,2,0,7,2006,193879
1404,6,1464,1485,1464,3,754,2,0,8,2007,282922
1405,6,1214,672,694,3,936,1,0,3,1915,105000
1406,5,1646,1594,1646,2,482,2,0,8,2004,275000
1407,5,768,768,768,2,396,1,0,5,1972,133000
1408,5,833,833,833,0,0,1,0,5,1985,112000
1409,6,1363,622,741,2,528,1,0,4,1910,125500
1410,7,2093,791,1236,2,542,2,1,7,1986,215000
1411,6,1840,944,944,2,622,2,1,7,2001,230000
1412,6,1668,856,1112,1,271,1,1,6,1950,140000
1413,6,1040,0,1040,2,420,2,0,4,1949,90000
1414,7,1844,1844,1844,2,620,2,0,8,2005,257000
1415,8,1848,833,1053,2,370,1,1,6,1923,207000
1416,7,1569,1386,1569,3,660,2,0,7,2007,175900
1417,11,2290,777,1246,2,560,2,0,4,1885,122500
1418,7,2450,1284,1310,3,1069,2,1,8,1998,340000
1419,6,1144,1144,1144,1,336,1,1,5,1963,124000
1420,7,1844,1844,1844,2,540,2,0,6,1969,223000
1421,7,1416,708,708,2,776,2,1,6,1968,179900
1422,4,1069,1069,1069,2,440,2,0,6,1977,127500
1423,3,848,848,848,2,420,1,0,6,2003,136500
1424,8,2201,697,1575,2,432,2,0,6,1966,274970
1425,6,1344,1024,1344,1,484,1,0,5,1958,144000
1426,7,1252,1252,1252,2,528,1,0,6,1959,142000
1427,5,2127,1223,1223,2,525,2,1,7,1994,271000
1428,6,1558,913,1048,1,288,1,1,5,1945,140000
1429,4,804,788,804,1,240,1,0,5,1940,119000
1430,7,1440,1440,1440,2,467,2,0,6,1981,182900
1431,7,1838,732,734,2,372,2,1,5,2005,192140
1432,5,958,958,958,2,440,2,0,6,1976,143750
1433,5,968,656,968,1,216,2,0,4,1927,64500
1434,8,1792,936,962,2,451,2,1,6,2000,186500
1435,5,1126,1126,1126,2,484,2,0,5,1977,160000
1436,7,1537,1319,1537,2,462,1,1,6,1962,174000
1437,5,864,864,864,2,528,1,0,4,1971,120500
1438,7,1932,1932,1932,3,774,2,0,8,2008,394617
1439,6,1236,912,1236,2,923,1,0,6,1957,149700
1440,6,1725,539,1040,2,550,2,1,7,1979,197000
1441,11,2555,588,1423,2,672,2,0,6,1922,191000
1442,3,848,848,848,2,420,1,0,6,2004,149300
1443,10,2007,1017,1026,3,812,2,1,10,2008,310000
1444,4,952,952,952,1,192,1,0,6,1916,121000
1445,7,1422,1422,1422,2,626,2,0,7,2004,179600
1446,6,913,814,913,1,240,1,0,6,1966,129000
1447,6,1188,1188,1188,1,312,1,0,5,1962,157900
1448,8,2090,1220,1220,2,556,2,1,8,1995,240000
1449,6,1346,560,796,1,384,1,1,4,1910,112000
1450,3,630,630,630,0,0,1,0,5,1970,92000
1451,8,1792,896,896,0,0,2,2,5,1974,136000
1452,7,1578,1573,1578,3,840,2,0,8,2008,287090
1453,5,1072,547,1072,2,525,1,0,5,2005,145000
1454,6,1140,1140,1140,0,0,1,0,5,2006,84500
1455,6,1221,1221,1221,2,400,2,0,7,2004,185000
1456,7,1647,953,953,2,460,2,1,6,1999,175000
1457,7,2073,1542,2073,2,500,2,0,6,1978,210000
1458,9,2340,1152,1188,1,252,2,0,7,1941,266500
1459,5,1078,1078,1078,1,240,1,0,5,1950,142125
1460,6,1256,1256,1256,1,276,1,1,5,1965,147500
