Id,TotRmsAbvGrd,GrLivArea,1stFlrSF,GarageCars,GarageArea,OverallQual,YearBuilt,SalePrice
1101,3,438,438,1,246.0,Po,1920,"60,000$"
1102,5,950,950,1,280.0,Av,1971,"119,500$"
1103,6,1134,1134,1,254.0,Av,1960,"135,000$"
1104,6,1194,1194,2,539.0,AA,1959,"159,500$"
1105,6,1302,630,2,440.0,Av,1970,"106,000$"
1106,9,2622,1500,2,712.0,VG,1994,"325,000$"
1107,6,1442,1442,2,719.0,Gd,1990,"179,900$"
1108,9,2021,887,2,422.0,Gd,2006,"274,725$"
1109,7,1690,948,2,463.0,AA,2000,"181,000$"
1110,7,1836,1836,3,862.0,VG,2004,"280,000$"
1111,8,1658,773,2,431.0,AA,1995,"188,000$"
1112,8,1964,1098,2,483.0,Gd,1976,"205,000$"
1113,5,816,816,1,308.0,Av,1957,"129,900$"
1114,6,1008,1008,1,240.0,Av,1953,"134,500$"
1115,4,833,833,1,326.0,Av,1954,"117,000$"
1116,7,1734,1734,3,928.0,VG,2007,"318,000$"
1117,7,1419,779,2,527.0,VG,2002,"184,100$"
1118,5,894,894,2,450.0,Av,1967,"130,000$"
1119,6,1601,1021,1,300.0,Av,1958,"140,000$"
1120,6,1040,1040,1,286.0,Av,1959,"133,700$"
1121,6,1012,1012,1,308.0,AA,1920,"118,400$"
1122,7,1552,1552,3,782.0,Gd,2005,"212,900$"
1123,5,960,960,1,288.0,BA,1956,"112,000$"
1124,4,698,698,0,0.0,Av,1947,"118,000$"
1125,7,1482,812,2,392.0,Gd,1992,"163,900$"
1126,5,1005,1005,2,672.0,BA,1955,"115,000$"
1127,7,1555,1555,3,660.0,Gd,2007,"174,000$"
1128,7,1530,1530,3,630.0,Gd,2004,"259,000$"
1129,8,1959,847,2,434.0,Gd,2004,"215,000$"
1130,4,936,936,2,672.0,Av,1980,"140,000$"
1131,7,1981,1328,2,576.0,BA,1928,"135,000$"
1132,5,974,974,0,0.0,Av,1991,"93,500$"
1133,8,2210,1178,1,205.0,AA,1880,"117,500$"
1134,8,2020,1142,2,466.0,VG,1995,"239,500$"
1135,7,1600,916,2,460.0,AA,1997,"169,000$"
1136,5,986,986,1,180.0,AA,1926,"102,000$"
1137,6,1252,1032,1,288.0,AA,1950,"119,000$"
1138,6,1020,780,0,0.0,Av,1875,"94,000$"
1139,5,1567,1567,2,714.0,AA,1977,"196,000$"
1140,6,1167,1167,2,495.0,Av,1920,"144,000$"
1141,4,952,952,2,840.0,Av,1951,"139,000$"
1142,9,1868,1088,2,484.0,Av,1976,"197,500$"
1143,11,2828,1466,3,1052.0,VG,2006,"424,870$"
1144,5,1006,1006,0,0.0,Av,1959,"80,000$"
1145,5,924,672,1,280.0,BA,1941,"80,000$"
1146,8,1576,1042,1,225.0,Av,1928,"149,000$"
1147,5,1298,1298,2,403.0,AA,1985,"180,000$"
1148,7,1564,860,1,234.0,Gd,1941,"174,500$"
1149,5,1111,572,1,288.0,Gd,1926,"116,900$"
1150,7,1482,832,2,324.0,Gd,1920,"143,000$"
1151,4,932,932,1,306.0,AA,1950,"124,000$"
1152,6,1466,1466,2,528.0,Av,1959,"149,900$"
1153,6,1811,1811,2,470.0,AA,1956,"230,000$"
1154,5,816,816,1,432.0,AA,1930,"120,500$"
1155,8,1820,902,2,492.0,Gd,1965,"201,800$"
1156,6,1437,1437,2,528.0,Av,1976,"218,000$"
1157,6,1265,1265,2,502.0,Av,1965,"179,900$"
1158,6,1314,1314,2,626.0,Gd,2007,"230,000$"
1159,7,1580,1580,3,830.0,VG,2007,"235,128$"
1160,8,1876,943,2,540.0,AA,1974,"185,000$"
1161,7,1456,855,2,440.0,AA,1978,"146,000$"
1162,7,1640,1640,2,924.0,AA,1954,"224,000$"
1163,5,894,894,2,450.0,Av,1968,"129,000$"
1164,6,1258,1258,2,400.0,BA,1969,"108,959$"
1165,5,1432,1432,2,588.0,Av,1978,"194,000$"
1166,7,1502,1502,2,644.0,Gd,2009,"233,170$"
1167,7,1694,1694,3,776.0,VG,2008,"245,350$"
1168,7,1671,959,2,472.0,AA,2000,"173,000$"
1169,7,2108,1236,2,540.0,AA,1935,"235,000$"
1170,10,3627,1831,3,807.0,VE,1995,"625,000$"
1171,6,1118,1118,1,358.0,AA,1977,"171,000$"
1172,6,1261,1261,2,433.0,AA,1958,"163,000$"
1173,5,1250,625,2,625.0,Gd,2006,"171,900$"
1174,12,3086,1636,0,0.0,Av,1946,"200,500$"
1175,9,2345,1170,2,360.0,AA,1932,"239,000$"
1176,9,2872,2129,2,541.0,VG,1992,"285,000$"
1177,5,923,923,1,264.0,Av,1984,"119,500$"
1178,5,1224,818,1,210.0,AA,1926,"115,000$"
1179,7,1343,820,1,186.0,Av,1921,"154,900$"
1180,5,1124,1124,0,0.0,Av,1954,"93,000$"
1181,8,2514,1298,2,693.0,Gd,1990,"250,000$"
1182,5,1652,1652,2,482.0,VG,2008,"392,500$"
1183,10,4476,2411,3,813.0,VE,1996,"745,000$"
1184,5,1130,1130,2,720.0,Av,1920,"120,000$"
1185,5,1572,1572,3,995.0,Av,1963,"186,700$"
1186,7,1221,949,1,392.0,Av,1924,"104,900$"
1187,7,1699,1014,2,420.0,Fa,1900,"95,000$"
1188,5,1624,1624,3,757.0,VG,1994,"262,000$"
1189,7,1660,831,2,493.0,Gd,2002,"195,000$"
1190,7,1804,1028,2,442.0,Gd,1999,"189,000$"
1191,7,1622,1622,4,1356.0,BA,1961,"168,000$"
1192,5,1441,764,2,492.0,VG,1999,"174,000$"
1193,6,1472,842,1,250.0,Av,1925,"125,000$"
1194,5,1224,1224,2,402.0,AA,1999,"165,000$"
1195,7,1352,663,1,299.0,AA,1969,"158,000$"
1196,8,1456,728,2,400.0,AA,2005,"176,000$"
1197,9,1863,879,3,660.0,Gd,2006,"219,210$"
1198,7,1690,815,1,225.0,Gd,1916,"144,000$"
1199,6,1212,1212,2,573.0,Gd,2001,"178,000$"
1200,6,1382,1382,2,459.0,BA,1963,"148,000$"
1201,5,864,864,1,280.0,BA,1970,"116,050$"
1202,6,1779,866,2,546.0,Gd,1998,"197,900$"
1203,5,1348,884,1,216.0,Av,1925,"117,000$"
1204,6,1630,1630,2,451.0,Gd,2000,"213,000$"
1205,6,1074,1074,2,495.0,Av,1975,"153,500$"
1206,7,2196,2196,3,701.0,Gd,1990,"271,900$"
1207,5,1056,1056,1,384.0,BA,1966,"107,000$"
1208,7,1700,1700,2,544.0,AA,2003,"200,000$"
1209,6,1283,1283,2,506.0,Av,1962,"140,000$"
1210,8,1660,1660,2,500.0,VG,2006,"290,000$"
1211,8,1845,1055,2,462.0,AA,1992,"189,000$"
1212,8,1752,1080,2,492.0,VG,1988,"164,000$"
1213,4,672,672,1,234.0,BA,1941,"113,000$"
1214,3,960,960,1,364.0,BA,1965,"145,000$"
1215,6,999,999,1,300.0,Av,1962,"134,500$"
1216,5,894,894,1,384.0,Av,1966,"125,000$"
1217,8,1902,1318,2,539.0,AA,1978,"112,000$"
1218,6,1314,1314,2,552.0,VG,2009,"229,456$"
1219,3,912,672,0,0.0,BA,1947,"80,500$"
1220,7,1218,672,0,0.0,AA,1971,"91,500$"
1221,5,912,912,1,288.0,Av,1964,"115,000$"
1222,5,1211,1211,1,322.0,Av,1968,"134,000$"
1223,7,1846,1168,1,315.0,AA,1949,"143,000$"
1224,7,2136,2136,2,528.0,Av,1951,"137,900$"
1225,8,1490,788,2,388.0,Gd,2004,"184,000$"
1226,6,1138,1138,1,264.0,AA,1958,"145,000$"
1227,9,1933,894,3,668.0,AA,2007,"214,000$"
1228,5,912,912,2,576.0,Av,1965,"147,000$"
1229,7,1702,1702,3,1052.0,Ex,2008,"367,294$"
1230,7,1507,1507,1,404.0,Av,1960,"127,000$"
1231,12,2620,1361,2,600.0,Av,1977,"190,000$"
1232,6,1190,1190,2,540.0,Av,1962,"132,500$"
1233,6,1224,1224,2,462.0,BA,1962,"101,800$"
1234,6,1188,1188,2,531.0,Av,1959,"142,000$"
1235,7,1964,1024,0,0.0,Av,1911,"130,000$"
1236,9,1784,892,1,180.0,Av,1914,"138,887$"
1237,6,1626,764,2,474.0,Gd,2003,"175,500$"
1238,8,1948,847,2,434.0,Gd,2004,"195,000$"
1239,6,1141,1141,2,484.0,AA,2005,"142,500$"
1240,6,1484,1484,2,472.0,VG,2006,"265,900$"
1241,8,1768,884,2,543.0,Gd,2003,"224,900$"
1242,7,1689,1689,3,954.0,Gd,2007,"248,328$"
1243,6,1173,1173,2,528.0,Gd,1974,"170,000$"
1244,7,2076,2076,3,850.0,VE,2006,"465,000$"
1245,7,1517,792,2,400.0,VG,1929,"230,000$"
1246,7,1868,1140,2,477.0,AA,1984,"178,000$"
1247,6,1553,756,2,615.0,Gd,2005,"186,500$"
1248,6,1034,1034,3,888.0,AA,1976,"169,900$"
1249,8,2058,1134,2,396.0,AA,1917,"129,500$"
1250,6,988,988,1,276.0,Av,1950,"119,000$"
1251,8,2110,2110,2,522.0,Gd,1968,"244,000$"
1252,6,1405,1405,2,478.0,Gd,2003,"171,750$"
1253,5,874,874,1,288.0,Av,1968,"130,000$"
1254,9,2167,1516,2,518.0,Gd,1974,"294,000$"
1255,7,1656,760,2,397.0,Gd,2003,"165,400$"
1256,6,1367,959,1,560.0,AA,1931,"127,500$"
1257,7,1987,1987,2,691.0,VG,1994,"301,500$"
1258,4,864,864,0,0.0,Av,1922,"99,900$"
1259,5,1166,1166,2,400.0,Gd,2005,"190,000$"
1260,6,1054,1054,2,460.0,AA,1969,"151,000$"
1261,7,1675,892,2,502.0,AA,1999,"181,000$"
1262,5,1050,1050,1,338.0,Av,1956,"128,900$"
1263,8,1788,1104,1,304.0,BA,1957,"161,500$"
1264,8,1824,1060,2,520.0,AA,1919,"180,500$"
1265,5,1337,1337,2,511.0,AA,1998,"181,000$"
1266,6,1452,713,2,506.0,Gd,1999,"183,900$"
1267,9,1889,964,1,308.0,Gd,1910,"122,000$"
1268,10,2018,2018,3,746.0,Ex,2008,"378,500$"
1269,11,3447,1968,3,1014.0,VG,1935,"381,000$"
1270,7,1524,874,1,315.0,Av,1958,"144,000$"
1271,4,1524,1332,2,586.0,Gd,1979,"260,000$"
1272,7,1489,1489,2,462.0,AA,1968,"185,750$"
1273,5,935,935,1,288.0,Av,1965,"137,000$"
1274,5,1357,1357,1,312.0,AA,1959,"177,000$"
1275,8,1250,661,2,552.0,Av,1910,"139,000$"
1276,10,1920,928,2,400.0,Av,1948,"137,000$"
1277,6,1395,735,2,497.0,AA,1972,"162,000$"
1278,7,1724,1724,2,480.0,AA,1967,"197,900$"
1279,7,2031,1128,2,577.0,VG,2002,"237,000$"
1280,6,1128,698,2,528.0,BA,1920,"68,400$"
1281,6,1573,1573,2,544.0,Gd,2002,"227,000$"
1282,6,1339,1339,2,484.0,Gd,1990,"180,000$"
1283,5,1040,1040,2,484.0,Av,1977,"150,500$"
1284,8,1824,912,0,0.0,AA,1971,"139,000$"
1285,10,2447,1699,1,336.0,AA,1919,"169,000$"
1286,6,1412,825,1,280.0,AA,1939,"132,500$"
1287,6,1328,1328,2,528.0,AA,1963,"143,000$"
1288,7,1582,1582,2,390.0,Av,1964,"190,000$"
1289,5,1659,1659,2,499.0,VG,2000,"278,000$"
1290,8,1970,1120,3,753.0,VG,2006,"281,000$"
1291,6,1152,1152,2,484.0,Av,1964,"180,500$"
1292,6,1302,630,1,264.0,Av,1972,"119,500$"
1293,11,2372,1378,1,432.0,Av,1892,"107,500$"
1294,8,1664,832,2,528.0,Gd,1976,"162,900$"
1295,5,864,864,2,572.0,Av,1955,"115,000$"
1296,5,1052,1052,1,288.0,Av,1968,"138,500$"
1297,6,1128,1128,2,525.0,Av,1963,"155,000$"
1298,5,1072,1072,2,525.0,AA,2005,"140,000$"
1299,12,5642,4692,2,1418.0,VE,2008,"160,000$"
1300,6,1246,1246,1,305.0,Av,1959,"154,000$"
1301,9,1983,1005,2,490.0,Gd,1999,"225,000$"
1302,7,1494,753,1,213.0,AA,1942,"177,500$"
1303,8,2526,1203,3,844.0,VG,1994,"290,000$"
1304,7,1616,1616,3,834.0,Gd,2005,"232,000$"
1305,7,1708,976,2,380.0,Gd,2004,"130,000$"
1306,6,1652,1652,2,840.0,Ex,2006,"325,000$"
1307,6,1368,1368,2,474.0,Gd,2005,"202,500$"
1308,5,990,990,2,480.0,Av,1994,"138,000$"
1309,6,1122,1122,2,528.0,Av,1948,"147,000$"
1310,6,1294,1294,2,496.0,AA,1991,"179,200$"
1311,7,1902,1902,2,567.0,Gd,1959,"335,000$"
1312,6,1274,1274,2,508.0,Gd,2005,"203,000$"
1313,9,2810,1453,2,750.0,VG,1990,"302,000$"
1314,10,2599,1422,3,779.0,Ex,1999,"333,168$"
1315,5,948,948,1,280.0,BA,1954,"119,000$"
1316,9,2112,1092,2,576.0,AA,1969,"206,900$"
1317,8,1630,1630,3,860.0,VG,2008,"295,493$"
1318,5,1352,1352,2,466.0,Gd,2006,"208,900$"
1319,7,1787,1787,3,748.0,VG,2001,"275,000$"
1320,5,948,948,1,248.0,BA,1954,"111,000$"
1321,6,1478,1478,2,442.0,AA,1957,"156,500$"
1322,4,720,720,1,287.0,Fa,1949,"72,500$"
1323,8,1923,1061,2,564.0,Gd,1992,"190,000$"
1324,5,708,708,0,0.0,BA,1940,"82,500$"
1325,7,1795,1795,3,895.0,VG,2006,"147,000$"
1326,5,796,796,0,0.0,BA,1922,"55,000$"
1327,6,774,774,0,0.0,Fa,1931,"79,000$"
1328,5,816,816,1,264.0,Av,1982,"130,500$"
1329,8,2792,1584,2,520.0,AA,1920,"256,000$"
1330,8,1632,955,2,462.0,Gd,1998,"176,500$"
1331,7,1588,1588,3,825.0,VG,2006,"227,000$"
1332,6,954,954,2,576.0,Av,1976,"132,500$"
1333,3,816,816,1,288.0,BA,1938,"100,000$"
1334,6,1360,803,1,297.0,Av,1938,"125,500$"
1335,7,1365,765,2,440.0,Av,1970,"125,000$"
1336,6,1334,1334,2,630.0,AA,1977,"167,900$"
1337,8,1656,1656,2,506.0,Av,1973,"135,000$"
1338,4,693,693,0,0.0,BA,1941,"52,500$"
1339,8,1861,920,2,492.0,Gd,2002,"200,000$"
1340,5,864,864,1,288.0,Av,1972,"128,500$"
1341,5,872,872,4,480.0,BA,1971,"123,000$"
1342,6,1114,1114,2,576.0,AA,2003,"155,000$"
1343,7,2169,1284,2,647.0,VG,2002,"228,500$"
1344,9,1913,1172,2,342.0,AA,1928,"177,000$"
1345,8,1456,728,2,440.0,Gd,2006,"155,835$"
1346,5,960,960,1,308.0,BA,1920,"108,500$"
1347,9,2156,2156,2,508.0,Gd,1968,"262,500$"
1348,7,1776,1776,3,712.0,VG,2006,"283,463$"
1349,5,1494,1494,2,514.0,Gd,1998,"215,000$"
1350,8,2358,938,0,0.0,VG,1872,"122,000$"
1351,12,2634,1338,4,968.0,Av,1969,"200,000$"
1352,8,1716,858,2,490.0,AA,1962,"171,000$"
1353,4,1176,786,2,624.0,AA,1937,"134,900$"
1354,9,3238,2053,3,666.0,VG,1995,"410,000$"
1355,7,1865,992,3,839.0,Gd,2000,"235,000$"
1356,8,1920,1222,2,487.0,Gd,1968,"170,000$"
1357,5,892,892,1,264.0,Av,1966,"110,000$"
1358,6,1078,1078,2,500.0,Av,1971,"149,900$"
1359,5,1573,769,2,440.0,AA,2000,"177,500$"
1360,8,1980,1980,3,770.0,Ex,2004,"315,000$"
1361,8,2601,990,2,621.0,Av,1921,"189,000$"
1362,7,1530,1530,2,430.0,Gd,2005,"260,000$"
1363,7,1738,1281,1,368.0,BA,1920,"104,900$"
1364,6,1412,616,2,432.0,AA,2006,"156,932$"
1365,4,1200,520,2,480.0,Gd,2005,"144,152$"
1366,7,1674,814,2,663.0,Gd,2000,"216,000$"
1367,7,1790,882,2,588.0,Gd,1999,"193,000$"
1368,6,1475,925,1,336.0,Av,1977,"127,000$"
1369,4,848,848,2,420.0,AA,2003,"144,000$"
1370,8,1668,1668,2,502.0,VG,2003,"232,000$"
1371,6,1374,840,1,338.0,BA,1920,"105,000$"
1372,8,1661,1661,1,377.0,AA,1955,"165,500$"
1373,8,2097,1108,2,583.0,Gd,1998,"274,300$"
1374,8,2633,2633,3,804.0,VE,2001,"466,500$"
1375,9,1958,1026,3,936.0,Gd,2005,"250,000$"
1376,7,1571,1571,3,722.0,VG,2007,"239,000$"
1377,4,790,790,1,160.0,AA,1930,"91,000$"
1378,6,1604,984,2,660.0,Av,1941,"117,000$"
1379,5,987,483,1,264.0,AA,1973,"83,000$"
1380,7,1394,754,2,400.0,Av,2006,"167,500$"
1381,5,864,864,1,200.0,Fa,1914,"58,500$"
1382,7,2117,2117,2,550.0,AA,1970,"237,500$"
1383,8,1762,998,2,576.0,Gd,1920,"157,000$"
1384,7,1416,1416,2,576.0,Av,1918,"112,000$"
1385,6,1258,698,1,280.0,AA,1939,"105,000$"
1386,7,1154,796,1,240.0,BA,1922,"125,500$"
1387,12,2784,1392,2,564.0,Gd,1978,"250,000$"
1388,10,2526,1664,1,216.0,AA,1916,"136,000$"
1389,7,1746,1746,3,758.0,Ex,2006,"377,500$"
1390,6,1218,869,2,440.0,AA,1941,"131,000$"
1391,6,1525,1525,2,,Gd,2000,"235,000$"
1392,8,1584,1584,3,792.0,Av,1967,"124,000$"
1393,6,900,900,1,288.0,Av,1967,"123,000$"
1394,7,1912,1221,2,672.0,AA,1905,"163,000$"
1395,6,1500,1500,3,648.0,Gd,2006,"246,578$"
1396,9,2482,1133,3,642.0,VG,2005,"281,213$"
1397,7,1687,1687,2,572.0,Av,1948,"160,000$"
1398,8,1513,939,1,180.0,Av,1920,"137,500$"
1399,7,1904,1136,1,240.0,Av,1950,"138,000$"
1400,7,1608,1160,1,216.0,AA,1925,"137,450$"
1401,5,1158,950,1,208.0,AA,1929,"120,000$"
1402,8,1593,864,2,398.0,AA,2004,"193,000$"
1403,6,1294,1294,2,662.0,Gd,2006,"193,879$"
1404,6,1464,1464,3,754.0,VG,2007,"282,922$"
1405,6,1214,694,3,936.0,Fa,1915,"105,000$"
1406,5,1646,1646,2,482.0,VG,2004,"275,000$"
1407,5,768,768,2,396.0,Av,1972,"133,000$"
1408,5,833,833,0,0.0,Av,1985,"112,000$"
1409,6,1363,741,2,528.0,BA,1910,"125,500$"
1410,7,2093,1236,2,542.0,Gd,1986,"215,000$"
1411,6,1840,944,2,622.0,Gd,2001,"230,000$"
1412,6,1668,1112,1,271.0,AA,1950,"140,000$"
1413,6,1040,1040,2,420.0,BA,1949,"90,000$"
1414,7,1844,1844,2,620.0,VG,2005,"257,000$"
1415,8,1848,1053,2,370.0,AA,1923,"207,000$"
1416,7,1569,1569,3,660.0,Gd,2007,"175,900$"
1417,11,2290,1246,2,560.0,BA,1885,"122,500$"
1418,7,2450,1310,3,1069.0,VG,1998,"340,000$"
1419,6,1144,1144,1,336.0,Av,1963,"124,000$"
1420,7,1844,1844,2,540.0,AA,1969,"223,000$"
1421,7,1416,708,2,776.0,AA,1968,"179,900$"
1422,4,1069,1069,2,440.0,AA,1977,"127,500$"
1423,3,848,848,2,420.0,AA,2003,"136,500$"
1424,8,2201,1575,2,432.0,AA,1966,"274,970$"
1425,6,1344,1344,1,484.0,Av,1958,"144,000$"
1426,7,1252,1252,2,528.0,AA,1959,"142,000$"
1427,5,2127,1223,2,525.0,Gd,1994,"271,000$"
1428,6,1558,1048,1,288.0,Av,1945,"140,000$"
1429,4,804,804,1,240.0,Av,1940,"119,000$"
1430,7,1440,1440,2,467.0,AA,1981,"182,900$"
1431,7,1838,734,2,372.0,Average,2005,"192,140$"
1431,7,1838,734,2,372.0,Av,2005,"192,140$"
1433,5,968,968,1,216.0,BA,1927,"64,500$"
1434,8,1792,962,2,451.0,AA,2000,"186,500$"
1435,5,1126,1126,2,484.0,Av,1977,"160,000$"
1436,7,1537,1537,2,462.0,AA,1962,"174,000$"
1437,5,864,864,2,528.0,BA,1971,"120,500$"
1438,7,1932,1932,3,774.0,VG,2008,"394,617$"
1439,6,1236,1236,2,923.0,AA,1957,"149,700$"
1440,6,1725,1040,2,550.0,Gd,1979,"197,000$"
1441,11,2555,1423,2,672.0,AA,1922,"191,000$"
1442,3,848,848,2,420.0,AA,2004,"149,300$"
1443,10,2007,1026,3,812.0,VE,2008,"310,000$"
1444,4,952,952,1,192.0,AA,1916,"121,000$"
1445,7,1422,1422,2,626.0,Gd,2004,"179,600$"
1446,6,913,913,1,240.0,AA,1966,"129,000$"
1447,6,1188,1188,1,312.0,Av,1962,"157,900$"
1448,8,2090,1220,2,556.0,VG,1995,"240,000$"
1449,6,1346,796,1,384.0,BA,1910,"112,000$"
1450,3,630,630,0,0.0,Av,1970,"92,000$"
1451,8,1792,896,0,0.0,Av,1974,"136,000$"
1452,7,1578,1578,3,840.0,VG,2008,"287,090$"
1453,5,1072,1072,2,525.0,Av,2005,"145,000$"
1454,6,1140,1140,0,0.0,Av,2006,"84,500$"
1455,6,1221,1221,2,400.0,Gd,2004,"185,000$"
1456,7,1647,953,2,460.0,AA,1999,"175,000$"
1457,7,2073,2073,2,500.0,AA,1978,"210,000$"
1458,9,2340,1188,1,252.0,Gd,1941,"266,500$"
1459,5,1078,1078,1,240.0,Av,1950,"142,125$"
1460,6,1256,1256,1,276.0,Av,1965,"147,500$"
